,domain,instance,planner,type,solved,SAT,time,memory,timeout,memoryout,policysize
1676,blocksworld,p6,prp-4h,prp,True,True,0.3599832050967961,0.62890625,False,False,14
1678,blocksworld,p3,paladinus-4h,paladinus,True,True,0.4820735878311097,1.19140625,False,False,5
1679,blocksworld,p3,minisat-4h,fondsat,True,True,0.7758807768113911,1.71875,False,False,5
1680,blocksworld,p3,glucose-4h,fondsat,True,True,0.609802218619734,1.6953125,False,False,5
1682,blocksworld,p3,prp-4h,prp,True,True,0.2004715669900179,1.203125,False,False,6
1688,blocksworld,p32,prp-4h,prp,True,True,44.79439700394869,403.83984375,False,False,78
1694,blocksworld,p34,prp-4h,prp,True,True,63.394445289857686,481.0078125,False,False,93
1700,blocksworld,p33,prp-4h,prp,True,True,49.89939270913601,441.70703125,False,False,93
1706,blocksworld,p28,prp-4h,prp,True,True,28.574844772927463,278.37890625,False,False,68
1712,blocksworld,p39,prp-4h,prp,True,True,108.09120552195236,712.4296875,False,False,106
1718,blocksworld,p21,prp-4h,prp,True,True,10.033747603883969,127.9765625,False,False,66
1724,blocksworld,p11,prp-4h,prp,True,True,1.2105464600026608,12.65625,False,False,36
1727,blocksworld,p7,minisat-4h,fondsat,True,True,14143.51542405039,1375.64453125,False,False,17
1728,blocksworld,p7,glucose-4h,fondsat,True,True,842.0746599659324,271.2578125,False,False,17
1730,blocksworld,p7,prp-4h,prp,True,True,0.4992736128624528,1.14453125,False,False,18
1736,blocksworld,p9,prp-4h,prp,True,True,0.7184897200204432,1.078125,False,False,28
1742,blocksworld,p31,prp-4h,prp,True,True,38.261441440088674,370.0703125,False,False,79
1748,blocksworld,p37,prp-4h,prp,True,True,89.03946285392158,611.796875,False,False,97
1754,blocksworld,p19,prp-4h,prp,True,True,7.6364891938865185,101.4296875,False,False,54
1756,islands,p50,paladinus-4h,paladinus,True,True,1.892174690961837,69.6953125,False,False,12
1757,islands,p50,minisat-4h,fondsat,True,True,58.23974115401506,40.9296875,False,False,12
1758,islands,p50,glucose-4h,fondsat,True,True,20.84824531711638,1.671875,False,False,12
1763,islands,p50,prp-4h,prp,True,True,0.2731628939509392,1.2734375,False,False,13
1766,islands,p20,paladinus-4h,paladinus,True,True,10.508125419961289,370.265625,False,False,6
1767,islands,p20,minisat-4h,fondsat,True,True,7.79481531586498,1.56640625,False,False,6
1768,islands,p20,glucose-4h,fondsat,True,True,8.603447566274554,1.51171875,False,False,6
1776,islands,p35,paladinus-4h,paladinus,True,True,158.1708683250472,2789.04296875,False,False,8
1777,islands,p35,minisat-4h,fondsat,True,True,120.38234343426302,56.74609375,False,False,8
1778,islands,p35,glucose-4h,fondsat,True,True,213.77697687083847,334.5625,False,False,8
1787,islands,p48,minisat-4h,fondsat,True,True,720.2625856138766,495.59375,False,False,10
1788,islands,p48,glucose-4h,fondsat,True,True,752.6899623158388,1702.1953125,False,False,10
1796,islands,p22,paladinus-4h,paladinus,True,True,12.766782057937236,469.3984375,False,False,6
1797,islands,p22,minisat-4h,fondsat,True,True,14.639906885102391,0.9375,False,False,6
1798,islands,p22,glucose-4h,fondsat,True,True,15.356770129874349,1.05859375,False,False,6
1806,islands,p29,paladinus-4h,paladinus,True,True,8.89532213495113,236.29296875,False,False,8
1807,islands,p29,minisat-4h,fondsat,True,True,16.19625114975497,1.1015625,False,False,8
1808,islands,p29,glucose-4h,fondsat,True,True,20.45167149277404,0.85546875,False,False,8
1813,islands,p29,prp-4h,prp,True,True,668.7520042830147,1361.3046875,False,False,9
1816,islands,p25,paladinus-4h,paladinus,True,True,0.5937812379561365,0.27734375,False,False,8
1817,islands,p25,minisat-4h,fondsat,True,True,0.9402946173213422,1.44140625,False,False,8
1818,islands,p25,glucose-4h,fondsat,True,True,0.8039018847048283,1.04296875,False,False,8
1823,islands,p25,prp-4h,prp,True,True,0.1737137199379503,1.09765625,False,False,9
1826,islands,p44,paladinus-4h,paladinus,True,True,358.0624739790801,3180.23046875,False,False,10
1827,islands,p44,minisat-4h,fondsat,True,True,269.3713428028859,163.6015625,False,False,10
1828,islands,p44,glucose-4h,fondsat,True,True,336.4667271580547,512.140625,False,False,10
1837,islands,p58,minisat-4h,fondsat,True,True,1635.8569515021518,870.9375,False,False,12
1846,islands,p06,paladinus-4h,paladinus,True,True,0.7639938199426979,0.84765625,False,False,4
1847,islands,p06,minisat-4h,fondsat,True,True,0.5170753961429,1.6640625,False,False,4
1848,islands,p06,glucose-4h,fondsat,True,True,0.4273728625848889,1.0859375,False,False,4
1853,islands,p06,prp-4h,prp,True,True,0.126193047966808,0.9140625,False,False,5
1856,islands,p01,paladinus-4h,paladinus,True,True,0.4302070641424507,1.2890625,False,False,4
1857,islands,p01,minisat-4h,fondsat,True,True,0.1957488870248198,1.62109375,False,False,4
1858,islands,p01,glucose-4h,fondsat,True,True,0.2067767609842121,0.890625,False,False,4
1863,islands,p01,prp-4h,prp,True,True,0.1256427799817174,1.078125,False,False,5
1866,islands,p17,paladinus-4h,paladinus,True,True,1.9001745898276567,68.5703125,False,False,6
1867,islands,p17,minisat-4h,fondsat,True,True,3.044153056107461,0.9140625,False,False,6
1868,islands,p17,glucose-4h,fondsat,True,True,2.658589396625757,1.0859375,False,False,6
1873,islands,p17,prp-4h,prp,True,True,42.42345908284187,112.19140625,False,False,7
1876,islands,p13,paladinus-4h,paladinus,True,True,0.473281528102234,1.22265625,False,False,6
1877,islands,p13,minisat-4h,fondsat,True,True,0.3767667878419161,0.796875,False,False,6
1878,islands,p13,glucose-4h,fondsat,True,True,0.3062895662151277,1.484375,False,False,6
1883,islands,p13,prp-4h,prp,True,True,0.1524894768372178,1.30078125,False,False,7
1886,islands,p16,paladinus-4h,paladinus,True,True,1.2083254151511935,66.1171875,False,False,6
1887,islands,p16,minisat-4h,fondsat,True,True,1.9261812991462648,1.46875,False,False,6
1888,islands,p16,glucose-4h,fondsat,True,True,1.6655156379565597,1.21484375,False,False,6
1893,islands,p16,prp-4h,prp,True,True,1.8317313010338687,14.89453125,False,False,7
1896,islands,p14,paladinus-4h,paladinus,True,True,0.6198620200157166,1.26953125,False,False,6
1897,islands,p14,minisat-4h,fondsat,True,True,0.6086023338139057,1.203125,False,False,6
1898,islands,p14,glucose-4h,fondsat,True,True,0.4478498720563948,1.1015625,False,False,6
1903,islands,p14,prp-4h,prp,True,True,0.16996442200616,0.92578125,False,False,7
1906,islands,p03,paladinus-4h,paladinus,True,True,0.5828203340061009,1.12109375,False,False,4
1907,islands,p03,minisat-4h,fondsat,True,True,0.316807241179049,1.09375,False,False,4
1908,islands,p03,glucose-4h,fondsat,True,True,0.2520731380209327,0.8203125,False,False,4
1913,islands,p03,prp-4h,prp,True,True,0.1431504478678107,1.28125,False,False,5
1916,islands,p18,paladinus-4h,paladinus,True,True,3.8326897099614143,136.4296875,False,False,6
1917,islands,p18,minisat-4h,fondsat,True,True,4.374538952019066,1.6328125,False,False,6
1918,islands,p18,glucose-4h,fondsat,True,True,4.149139239918441,0.984375,False,False,6
1923,islands,p18,prp-4h,prp,True,True,1041.068689709995,2111.484375,False,False,7
1926,islands,p26,paladinus-4h,paladinus,True,True,0.8387320961337537,0.89453125,False,False,8
1927,islands,p26,minisat-4h,fondsat,True,True,1.725520060863346,0.9921875,False,False,8
1928,islands,p26,glucose-4h,fondsat,True,True,1.6098962458781898,0.9140625,False,False,8
1933,islands,p26,prp-4h,prp,True,True,0.2069611160550266,1.2265625,False,False,9
1936,islands,p30,paladinus-4h,paladinus,True,True,17.30520215118304,511.8984375,False,False,8
1937,islands,p30,minisat-4h,fondsat,True,True,28.071540627162904,5.69140625,False,False,8
1938,islands,p30,glucose-4h,fondsat,True,True,35.20833461591974,36.54296875,False,False,8
1946,islands,p27,paladinus-4h,paladinus,True,True,1.4621257008984685,65.60546875,False,False,8
1947,islands,p27,minisat-4h,fondsat,True,True,5.235029725823551,1.00390625,False,False,8
1948,islands,p27,glucose-4h,fondsat,True,True,4.339086197316647,0.99609375,False,False,8
1953,islands,p27,prp-4h,prp,True,True,0.4766815358307212,1.1484375,False,False,9
1956,islands,p52,paladinus-4h,paladinus,True,True,11.575487996218726,243.90625,False,False,12
1957,islands,p52,minisat-4h,fondsat,True,True,290.8240702091716,146.37890625,False,False,12
1958,islands,p52,glucose-4h,fondsat,True,True,239.81924117682505,319.37890625,False,False,12
1963,islands,p52,prp-4h,prp,True,True,664.6294269808568,813.91015625,False,False,13
1966,islands,p42,paladinus-4h,paladinus,True,True,60.13082817080431,1180.46484375,False,False,10
1967,islands,p42,minisat-4h,fondsat,True,True,134.51244537718594,50.03125,False,False,10
1968,islands,p42,glucose-4h,fondsat,True,True,226.8580759773031,312.40625,False,False,10
1977,islands,p36,minisat-4h,fondsat,True,True,165.75231288094074,104.53515625,False,False,8
1978,islands,p36,glucose-4h,fondsat,True,True,243.13953431602567,326.9921875,False,False,8
1987,islands,p56,minisat-4h,fondsat,True,True,1068.938140830025,574.234375,False,False,12
1988,islands,p56,glucose-4h,fondsat,True,True,972.8776116939262,1912.0,False,False,12
1996,islands,p41,paladinus-4h,paladinus,True,True,34.18930325610563,746.66015625,False,False,10
1997,islands,p41,minisat-4h,fondsat,True,True,82.04789961781353,43.71875,False,False,10
1998,islands,p41,glucose-4h,fondsat,True,True,146.1017872481607,182.66796875,False,False,10
2006,islands,p49,paladinus-4h,paladinus,True,True,0.8551948009990156,2.109375,False,False,12
2007,islands,p49,minisat-4h,fondsat,True,True,4.918139779008925,1.12890625,False,False,12
2008,islands,p49,glucose-4h,fondsat,True,True,6.0033417898230255,5.72265625,False,False,12
2013,islands,p49,prp-4h,prp,True,True,0.2239361100364476,3.49609375,False,False,13
2017,islands,p57,minisat-4h,fondsat,True,True,1360.1803869269788,654.66015625,False,False,12
2018,islands,p57,glucose-4h,fondsat,True,True,1247.0433892449364,2088.55078125,False,False,12
2026,islands,p24,paladinus-4h,paladinus,True,True,37.98213722510263,1192.3515625,False,False,6
2027,islands,p24,minisat-4h,fondsat,True,True,21.392140839248896,1.62890625,False,False,6
2028,islands,p24,glucose-4h,fondsat,True,True,25.82934444816783,0.9765625,False,False,6
2036,islands,p07,paladinus-4h,paladinus,True,True,0.8965015048161149,1.09765625,False,False,4
2037,islands,p07,minisat-4h,fondsat,True,True,0.6393237370066345,1.44921875,False,False,4
2038,islands,p07,glucose-4h,fondsat,True,True,0.5083992467261851,0.9609375,False,False,4
2043,islands,p07,prp-4h,prp,True,True,0.1416405839845538,0.75,False,False,5
2046,islands,p09,paladinus-4h,paladinus,True,True,1.1818017491605133,69.37890625,False,False,4
2047,islands,p09,minisat-4h,fondsat,True,True,0.7753963521681726,1.24609375,False,False,4
2048,islands,p09,glucose-4h,fondsat,True,True,0.7569657661952078,1.046875,False,False,4
2053,islands,p09,prp-4h,prp,True,True,0.1666625209618359,1.25,False,False,5
2056,islands,p23,paladinus-4h,paladinus,True,True,22.15765459300019,758.7421875,False,False,6
2057,islands,p23,minisat-4h,fondsat,True,True,18.15677381400019,1.09765625,False,False,6
2058,islands,p23,glucose-4h,fondsat,True,True,20.13525709975511,1.02734375,False,False,6
2066,islands,p12,paladinus-4h,paladinus,True,True,1.799670391017571,68.375,False,False,4
2067,islands,p12,minisat-4h,fondsat,True,True,1.560207535978407,1.23046875,False,False,4
2068,islands,p12,glucose-4h,fondsat,True,True,1.3399572419002652,1.0390625,False,False,4
2073,islands,p12,prp-4h,prp,True,True,0.2700436150189489,0.703125,False,False,5
2076,islands,p08,paladinus-4h,paladinus,True,True,1.030218527885154,69.4296875,False,False,4
2077,islands,p08,minisat-4h,fondsat,True,True,0.773664094042033,1.15625,False,False,4
2078,islands,p08,glucose-4h,fondsat,True,True,0.645847984123975,1.1171875,False,False,4
2083,islands,p08,prp-4h,prp,True,True,0.1345853109378367,1.06640625,False,False,5
2086,islands,p15,paladinus-4h,paladinus,True,True,0.7883090348914266,1.32421875,False,False,6
2087,islands,p15,minisat-4h,fondsat,True,True,1.0823099338449538,1.0234375,False,False,6
2088,islands,p15,glucose-4h,fondsat,True,True,0.8616634439677,1.515625,False,False,6
2093,islands,p15,prp-4h,prp,True,True,0.2204667320474982,0.9140625,False,False,7
2097,islands,p47,minisat-4h,fondsat,True,True,598.8822250030935,331.20703125,False,False,10
2098,islands,p47,glucose-4h,fondsat,True,True,628.6279600569978,1061.2421875,False,False,10
2106,islands,p02,paladinus-4h,paladinus,True,True,0.4895769339054823,1.32421875,False,False,4
2107,islands,p02,minisat-4h,fondsat,True,True,0.2762331422418356,1.1328125,False,False,4
2108,islands,p02,glucose-4h,fondsat,True,True,0.2146234242245555,0.984375,False,False,4
2113,islands,p02,prp-4h,prp,True,True,0.1634794641286134,1.29296875,False,False,5
2116,islands,p10,paladinus-4h,paladinus,True,True,1.4043416189961135,67.3203125,False,False,4
2117,islands,p10,minisat-4h,fondsat,True,True,1.09635215299204,1.44140625,False,False,4
2118,islands,p10,glucose-4h,fondsat,True,True,0.8988203601911664,1.734375,False,False,4
2123,islands,p10,prp-4h,prp,True,True,0.1918903759215027,0.890625,False,False,5
2126,islands,p38,paladinus-4h,paladinus,True,True,1.2187796931248158,64.96484375,False,False,10
2127,islands,p38,minisat-4h,fondsat,True,True,5.927624832838774,1.20703125,False,False,10
2128,islands,p38,glucose-4h,fondsat,True,True,6.307332013268024,2.578125,False,False,10
2133,islands,p38,prp-4h,prp,True,True,0.2644439889118075,0.6328125,False,False,11
2137,islands,p60,minisat-4h,fondsat,True,True,2805.3943298826925,1106.6484375,False,False,12
2146,islands,p40,paladinus-4h,paladinus,True,True,10.15904273907654,235.64453125,False,False,10
2147,islands,p40,minisat-4h,fondsat,True,True,49.98544868594036,55.70703125,False,False,10
2148,islands,p40,glucose-4h,fondsat,True,True,66.96167268278077,152.5234375,False,False,10
2153,islands,p40,prp-4h,prp,True,True,162.18959877407178,251.66015625,False,False,11
2157,islands,p46,minisat-4h,fondsat,True,True,474.5870845853351,438.02734375,False,False,10
2158,islands,p46,glucose-4h,fondsat,True,True,554.288451008033,1016.453125,False,False,10
2166,islands,p54,paladinus-4h,paladinus,True,True,170.56589727499522,2691.046875,False,False,12
2167,islands,p54,minisat-4h,fondsat,True,True,556.6186718516983,246.90234375,False,False,12
2168,islands,p54,glucose-4h,fondsat,True,True,518.5865063578822,668.73046875,False,False,12
2176,islands,p32,paladinus-4h,paladinus,True,True,71.89700749586336,1562.91015625,False,False,8
2177,islands,p32,minisat-4h,fondsat,True,True,60.76223426871002,45.234375,False,False,8
2178,islands,p32,glucose-4h,fondsat,True,True,79.24118417687714,43.6640625,False,False,8
2186,islands,p05,paladinus-4h,paladinus,True,True,0.7480868850834668,0.85546875,False,False,4
2187,islands,p05,minisat-4h,fondsat,True,True,0.4446648792363703,1.5234375,False,False,4
2188,islands,p05,glucose-4h,fondsat,True,True,0.3540561404079199,1.4375,False,False,4
2193,islands,p05,prp-4h,prp,True,True,0.150173933012411,1.19921875,False,False,5
2196,islands,p53,paladinus-4h,paladinus,True,True,70.79422728717327,1258.84765625,False,False,12
2197,islands,p53,minisat-4h,fondsat,True,True,290.806060239207,140.86328125,False,False,12
2198,islands,p53,glucose-4h,fondsat,True,True,361.15362411597744,468.9765625,False,False,12
2207,islands,p59,minisat-4h,fondsat,True,True,1990.1398487021213,950.65625,False,False,12
2217,islands,p34,minisat-4h,fondsat,True,True,102.0295570162125,51.7890625,False,False,8
2218,islands,p34,glucose-4h,fondsat,True,True,167.8959510680288,329.0,False,False,8
2226,islands,p33,paladinus-4h,paladinus,True,True,121.52323425700888,2325.71484375,False,False,8
2227,islands,p33,minisat-4h,fondsat,True,True,76.33441895991564,48.3828125,False,False,8
2228,islands,p33,glucose-4h,fondsat,True,True,123.83414895413443,286.01953125,False,False,8
2237,islands,p45,minisat-4h,fondsat,True,True,350.90201170323417,198.8984375,False,False,10
2238,islands,p45,glucose-4h,fondsat,True,True,403.8532414953224,820.04296875,False,False,10
2246,islands,p28,paladinus-4h,paladinus,True,True,3.278560454957187,102.72265625,False,False,8
2247,islands,p28,minisat-4h,fondsat,True,True,11.076742803212255,1.05859375,False,False,8
2248,islands,p28,glucose-4h,fondsat,True,True,10.790367954410613,0.99609375,False,False,8
2253,islands,p28,prp-4h,prp,True,True,13.132430856116116,44.3671875,False,False,9
2256,islands,p43,paladinus-4h,paladinus,True,True,60.82059694919735,1101.0625,False,False,10
2257,islands,p43,minisat-4h,fondsat,True,True,202.5506547987461,80.4609375,False,False,10
2258,islands,p43,glucose-4h,fondsat,True,True,291.484785777051,266.89453125,False,False,10
2266,islands,p39,paladinus-4h,paladinus,True,True,3.755833985982463,103.49609375,False,False,10
2267,islands,p39,minisat-4h,fondsat,True,True,20.93193763494492,1.01171875,False,False,10
2268,islands,p39,glucose-4h,fondsat,True,True,25.425295198801905,1.3671875,False,False,10
2273,islands,p39,prp-4h,prp,True,True,2.742310486035421,14.25,False,False,11
2276,islands,p21,paladinus-4h,paladinus,True,True,10.372636032989249,341.7421875,False,False,6
2277,islands,p21,minisat-4h,fondsat,True,True,11.550296031869948,1.0703125,False,False,6
2278,islands,p21,glucose-4h,fondsat,True,True,11.67920992616564,0.8203125,False,False,6
2286,islands,p11,paladinus-4h,paladinus,True,True,1.5692556591238829,66.390625,False,False,4
2287,islands,p11,minisat-4h,fondsat,True,True,1.4132356750778854,1.328125,False,False,4
2288,islands,p11,glucose-4h,fondsat,True,True,1.1088677593506873,1.10546875,False,False,4
2293,islands,p11,prp-4h,prp,True,True,0.1886819009669125,0.92578125,False,False,5
2297,islands,p55,minisat-4h,fondsat,True,True,678.8273002379574,324.125,False,False,12
2298,islands,p55,glucose-4h,fondsat,True,True,726.1346789002419,1263.73828125,False,False,12
2306,islands,p51,paladinus-4h,paladinus,True,True,3.8373148010578007,104.25,False,False,12
2307,islands,p51,minisat-4h,fondsat,True,True,143.80550713604316,85.7421875,False,False,12
2308,islands,p51,glucose-4h,fondsat,True,True,86.31011116504669,127.68359375,False,False,12
2313,islands,p51,prp-4h,prp,True,True,6.299700995907188,20.6875,False,False,13
2316,islands,p31,paladinus-4h,paladinus,True,True,16.600078932009637,456.8671875,False,False,8
2317,islands,p31,minisat-4h,fondsat,True,True,44.71228501806036,39.70703125,False,False,8
2318,islands,p31,glucose-4h,fondsat,True,True,55.09744673408568,39.75,False,False,8
2326,islands,p37,paladinus-4h,paladinus,True,True,0.732366002863273,1.33203125,False,False,10
2327,islands,p37,minisat-4h,fondsat,True,True,2.4540034388192,1.39453125,False,False,10
2328,islands,p37,glucose-4h,fondsat,True,True,2.664486459922045,1.453125,False,False,10
2333,islands,p37,prp-4h,prp,True,True,0.2188968919217586,1.03125,False,False,11
2336,islands,p19,paladinus-4h,paladinus,True,True,4.786105962935835,170.54296875,False,False,6
2337,islands,p19,minisat-4h,fondsat,True,True,6.12398098828271,1.65234375,False,False,6
2338,islands,p19,glucose-4h,fondsat,True,True,6.202561714220792,1.64453125,False,False,6
2346,islands,p04,paladinus-4h,paladinus,True,True,0.6469417170155793,1.19140625,False,False,4
2347,islands,p04,minisat-4h,fondsat,True,True,0.3122168751433491,1.37890625,False,False,4
2348,islands,p04,glucose-4h,fondsat,True,True,0.3084007683210075,0.90625,False,False,4
2353,islands,p04,prp-4h,prp,True,True,0.1661665760912001,1.296875,False,False,5
2360,faults-ipc08,p50,prp-4h,prp,True,True,0.2248239601030945,0.7109375,False,False,22
2362,faults-ipc08,p20,paladinus-4h,paladinus,True,True,3.3173111570067704,167.95703125,False,False,136
2363,faults-ipc08,p20,minisat-4h,fondsat,True,True,61.19679820816964,52.12890625,False,False,13
2364,faults-ipc08,p20,glucose-4h,fondsat,True,True,15.258282872848213,1.1875,False,False,13
2366,faults-ipc08,p20,prp-4h,prp,True,True,0.2393530970439314,0.81640625,False,False,14
2368,faults-ipc08,p35,paladinus-4h,paladinus,True,True,12.656556488014758,843.04296875,False,False,513
2370,faults-ipc08,p35,glucose-4h,fondsat,True,True,1807.6194360568188,152.0,False,False,17
2372,faults-ipc08,p35,prp-4h,prp,True,True,0.2905800410080701,1.17578125,False,False,18
2374,faults-ipc08,p48,paladinus-4h,paladinus,True,True,84.3265998698771,2749.3203125,False,False,152
2378,faults-ipc08,p48,prp-4h,prp,True,True,0.2394788148812949,0.7109375,False,False,22
2380,faults-ipc08,p22,paladinus-4h,paladinus,True,True,0.6756147588603199,0.734375,False,False,24
2381,faults-ipc08,p22,minisat-4h,fondsat,True,True,662.7534553958103,99.87109375,False,False,16
2382,faults-ipc08,p22,glucose-4h,fondsat,True,True,37.91729492181912,41.13671875,False,False,16
2384,faults-ipc08,p22,prp-4h,prp,True,True,0.1729978898074478,0.8671875,False,False,17
2386,faults-ipc08,p29,paladinus-4h,paladinus,True,True,0.905105879995972,0.84375,False,False,27
2388,faults-ipc08,p29,glucose-4h,fondsat,True,True,629.6827849461697,84.98046875,False,False,18
2390,faults-ipc08,p29,prp-4h,prp,True,True,0.1477773459628224,1.0234375,False,False,19
2392,faults-ipc08,p25,paladinus-4h,paladinus,True,True,3.638894285075368,197.390625,False,False,171
2393,faults-ipc08,p25,minisat-4h,fondsat,True,True,935.4554202971048,166.98828125,False,False,15
2394,faults-ipc08,p25,glucose-4h,fondsat,True,True,117.83506472222508,63.890625,False,False,15
2396,faults-ipc08,p25,prp-4h,prp,True,True,0.2362384181469679,1.1328125,False,False,16
2398,faults-ipc08,p44,paladinus-4h,paladinus,True,True,56.9620979311876,2478.69140625,False,False,1036
2402,faults-ipc08,p44,prp-4h,prp,True,True,0.2554724200163036,0.74609375,False,False,20
2404,faults-ipc08,p06,paladinus-4h,paladinus,True,True,0.5414718638639897,1.10546875,False,False,18
2405,faults-ipc08,p06,minisat-4h,fondsat,True,True,0.6301233731210232,1.66796875,False,False,7
2406,faults-ipc08,p06,glucose-4h,fondsat,True,True,0.4505545408464968,1.1875,False,False,7
2408,faults-ipc08,p06,prp-4h,prp,True,True,0.1595493981149047,1.08984375,False,False,8
2410,faults-ipc08,p01,paladinus-4h,paladinus,True,True,0.4296621088869869,0.90625,False,False,6
2411,faults-ipc08,p01,minisat-4h,fondsat,True,True,0.2441309159621596,1.6015625,False,False,4
2412,faults-ipc08,p01,glucose-4h,fondsat,True,True,0.2495132009498775,1.55078125,False,False,4
2414,faults-ipc08,p01,prp-4h,prp,True,True,0.1187556029763072,1.24609375,False,False,5
2416,faults-ipc08,p17,paladinus-4h,paladinus,True,True,0.968502103118226,0.84375,False,False,28
2417,faults-ipc08,p17,minisat-4h,fondsat,True,True,27.46301638288424,1.265625,False,False,13
2418,faults-ipc08,p17,glucose-4h,fondsat,True,True,7.769822682719678,1.046875,False,False,13
2420,faults-ipc08,p17,prp-4h,prp,True,True,0.1621992408763617,0.859375,False,False,14
2422,faults-ipc08,p13,paladinus-4h,paladinus,True,True,1.1203390029259026,84.57421875,False,False,40
2423,faults-ipc08,p13,minisat-4h,fondsat,True,True,5.984127159696072,1.75,False,False,11
2424,faults-ipc08,p13,glucose-4h,fondsat,True,True,2.5971839069388807,0.98046875,False,False,11
2426,faults-ipc08,p13,prp-4h,prp,True,True,0.1356034679338336,0.6328125,False,False,12
2428,faults-ipc08,p16,paladinus-4h,paladinus,True,True,0.6360834629740566,1.0859375,False,False,21
2429,faults-ipc08,p16,minisat-4h,fondsat,True,True,20.50967062311247,1.44921875,False,False,14
2430,faults-ipc08,p16,glucose-4h,fondsat,True,True,6.373580866027623,1.21484375,False,False,14
2432,faults-ipc08,p16,prp-4h,prp,True,True,0.1387947229668498,0.69921875,False,False,15
2434,faults-ipc08,p14,paladinus-4h,paladinus,True,True,1.1877417210489511,74.2421875,False,False,71
2435,faults-ipc08,p14,minisat-4h,fondsat,True,True,6.113330161198974,0.9765625,False,False,11
2436,faults-ipc08,p14,glucose-4h,fondsat,True,True,3.221927347127348,1.26171875,False,False,11
2438,faults-ipc08,p14,prp-4h,prp,True,True,0.1742535450030118,0.7890625,False,False,12
2440,faults-ipc08,p03,paladinus-4h,paladinus,True,True,0.4563318940345198,0.94140625,False,False,10
2441,faults-ipc08,p03,minisat-4h,fondsat,True,True,0.2908584172837436,1.03515625,False,False,5
2442,faults-ipc08,p03,glucose-4h,fondsat,True,True,0.2168460362590849,1.06640625,False,False,5
2444,faults-ipc08,p03,prp-4h,prp,True,True,0.1234770908486098,1.16796875,False,False,6
2446,faults-ipc08,p18,paladinus-4h,paladinus,True,True,1.3214500688482076,77.12890625,False,False,35
2447,faults-ipc08,p18,minisat-4h,fondsat,True,True,43.30975646618754,52.546875,False,False,13
2448,faults-ipc08,p18,glucose-4h,fondsat,True,True,11.952671959996223,0.953125,False,False,13
2450,faults-ipc08,p18,prp-4h,prp,True,True,0.1749565990176051,0.73828125,False,False,14
2452,faults-ipc08,p26,paladinus-4h,paladinus,True,True,5.51919484580867,334.75390625,False,False,269
2453,faults-ipc08,p26,minisat-4h,fondsat,True,True,1311.752098738216,251.3671875,False,False,15
2454,faults-ipc08,p26,glucose-4h,fondsat,True,True,124.13255635090172,59.33984375,False,False,15
2456,faults-ipc08,p26,prp-4h,prp,True,True,0.1865548840723931,1.22265625,False,False,16
2458,faults-ipc08,p30,paladinus-4h,paladinus,True,True,2.974976373836398,114.93359375,False,False,35
2460,faults-ipc08,p30,glucose-4h,fondsat,True,True,844.4017379810102,98.953125,False,False,17
2462,faults-ipc08,p30,prp-4h,prp,True,True,0.1585733299143612,0.703125,False,False,18
2464,faults-ipc08,p27,paladinus-4h,paladinus,True,True,4.681488079950213,246.4375,False,False,264
2465,faults-ipc08,p27,minisat-4h,fondsat,True,True,1157.6451357989572,234.3046875,False,False,15
2466,faults-ipc08,p27,glucose-4h,fondsat,True,True,227.5256244400516,73.96484375,False,False,15
2468,faults-ipc08,p27,prp-4h,prp,True,True,0.2236275759059935,1.15234375,False,False,16
2474,faults-ipc08,p52,prp-4h,prp,True,True,0.264406373957172,1.32421875,False,False,22
2476,faults-ipc08,p42,paladinus-4h,paladinus,True,True,179.50586583116092,3188.875,False,False,911
2480,faults-ipc08,p42,prp-4h,prp,True,True,0.2293099430389702,1.98046875,False,False,20
2482,faults-ipc08,p36,paladinus-4h,paladinus,True,True,23.861641538096592,1349.23046875,False,False,514
2484,faults-ipc08,p36,glucose-4h,fondsat,True,True,2095.4271777928807,154.56640625,False,False,17
2486,faults-ipc08,p36,prp-4h,prp,True,True,0.2509536549914628,0.80078125,False,False,18
2488,faults-ipc08,p41,paladinus-4h,paladinus,True,True,73.27828402700834,3185.09375,False,False,648
2492,faults-ipc08,p41,prp-4h,prp,True,True,0.2364662268664688,1.203125,False,False,20
2498,faults-ipc08,p49,prp-4h,prp,True,True,0.2299480559304356,0.72265625,False,False,22
2500,faults-ipc08,p24,paladinus-4h,paladinus,True,True,2.048027175012976,80.53515625,False,False,26
2501,faults-ipc08,p24,minisat-4h,fondsat,True,True,982.0475928471424,140.37890625,False,False,15
2502,faults-ipc08,p24,glucose-4h,fondsat,True,True,92.7259744722396,53.35546875,False,False,15
2504,faults-ipc08,p24,prp-4h,prp,True,True,0.1802567569538951,1.14453125,False,False,16
2506,faults-ipc08,p07,paladinus-4h,paladinus,True,True,0.4700816529802978,1.2890625,False,False,15
2507,faults-ipc08,p07,minisat-4h,fondsat,True,True,0.8718161671422422,0.83203125,False,False,10
2508,faults-ipc08,p07,glucose-4h,fondsat,True,True,0.589389378670603,1.12109375,False,False,10
2510,faults-ipc08,p07,prp-4h,prp,True,True,0.1514999908395111,1.30078125,False,False,11
2512,faults-ipc08,p09,paladinus-4h,paladinus,True,True,0.699689116096124,1.1171875,False,False,40
2513,faults-ipc08,p09,minisat-4h,fondsat,True,True,1.3033701977692544,1.08203125,False,False,9
2514,faults-ipc08,p09,glucose-4h,fondsat,True,True,0.9136898140423,1.6875,False,False,9
