instance,sim,num_states,num_threads,cpu_time,time,solve_time,choices,conflicts,restarts,variables,constraints
4,45,14,10,5.409,1.47,0.67,94737,3289,11,74042,325498
2,5,31,8,40.574,6.431,5.7,244833,31705,66,72417,379534
3,56,10,8,18.146,3.433,2.44,33059,10968,35,91963,368948
3,1,10,2,9.118,5.112,4.06,38613,14142,37,91963,368948
2,40,30,4,42.62,11.236,10.51,250926,58934,96,67907,352896
3,67,10,2,7.245,4.166,3.12,22716,11194,27,91963,368948
3,67,9,8,10.394,2.201,1.39,34163,6978,27,75987,301424
2,65,30,2,37.901,19.366,18.64,596196,78537,204,67907,352896
4,98,14,4,3.093,1.424,0.57,32561,3088,15,74042,325498
4,46,13,2,1.616,1.187,0.45,10855,2509,8,64635,281998
2,92,31,8,42.365,6.709,5.98,529026,35626,88,72417,379534
4,17,13,8,3.006,1.023,0.34,22131,1802,8,64635,281998
2,22,31,10,44.329,6.81,6.08,198939,37881,81,72417,379534
2,50,31,1,47.55,47.551,46.65,840718,108940,317,72399,379593
4,6,14,10,5.639,1.523,0.69,32594,2954,11,74042,325498
4,27,13,8,4.029,1.183,0.49,22380,1654,6,64635,281998
1,75,9,2,1.402,1.134,0.29,2309,729,2,48290,292269
1,89,9,4,4.15,1.663,0.84,8554,3170,13,48290,292269
1,40,8,6,2.76,1.029,0.38,16394,1544,8,38592,228936
2,22,30,1,64.016,64.017,63.14,926909,142955,430,67889,352953
4,59,13,8,4.123,1.184,0.51,31896,2334,11,64635,281998
1,26,8,2,1.671,1.19,0.49,2306,1126,5,38592,228936
2,73,31,10,51.647,7.831,7.1,493927,46604,115,72417,379534
4,83,13,10,4.463,1.252,0.57,22960,2017,5,64635,281998
3,50,10,1,9.08,9.08,7.89,33761,13471,62,92122,376763
3,71,10,10,31.968,5.426,4.45,145361,17133,59,91963,368948
3,14,10,6,29.763,5.815,4.82,383747,17842,48,91963,368948
1,2,9,2,1.883,1.374,0.52,3211,1227,5,48290,292269
3,35,9,2,3.687,2.297,1.42,10003,5486,15,75987,301424
3,3,10,2,6.887,3.981,2.93,22667,9872,30,91963,368948
2,16,31,8,52.61,8.182,7.46,499695,43445,102,72417,379534
1,70,9,4,2.731,1.289,0.49,5322,1787,9,48290,292269
3,21,10,10,23.047,4.068,3.09,69038,14919,44,91963,368948
2,76,30,8,40.67,6.4,5.73,529817,35126,93,67907,352896
1,56,8,6,2.629,0.996,0.34,6432,1630,7,38592,228936
3,47,10,2,9.119,5.096,4.05,28245,12249,38,91963,368948
2,46,30,1,64.169,64.168,63.27,926909,142955,430,67889,352953
1,69,8,1,1.333,1.344,0.6,2428,1294,11,38692,229592
2,15,30,1,63.679,63.68,62.83,926909,142955,430,67889,352953
1,26,8,4,2.549,1.129,0.48,5339,1582,8,38592,228936
2,24,30,8,61.016,9.248,8.57,411505,49140,99,67907,352896
3,37,10,8,37.527,6.194,5.22,288057,16429,54,91963,368948
2,49,31,10,49.275,7.423,6.7,515210,45975,104,72417,379534
3,12,9,1,3.917,3.943,2.97,9306,5450,29,76110,307683
4,33,14,10,6.314,1.604,0.78,48372,3369,12,74042,325498
3,25,10,10,27.28,4.663,3.68,73220,13488,41,91963,368948
4,89,14,10,7.594,1.794,0.99,79517,3345,12,74042,325498
1,69,8,2,1.609,1.158,0.46,2517,1180,5,38592,228936
4,81,14,2,1.593,1.245,0.37,53509,2224,11,74042,325498
3,2,9,10,9.47,2.033,1.2,14490,5571,19,75987,301424
4,2,13,4,2.423,1.176,0.43,6571,1772,9,64635,281998
2,35,30,1,63.53,63.53,62.68,926909,142955,430,67889,352953
2,19,30,6,66.985,11.987,11.24,612435,84360,175,67907,352896
1,46,9,2,2.045,1.453,0.61,2910,1263,5,48290,292269
3,73,10,1,9.035,9.035,7.86,33761,13471,62,92122,376763
2,87,30,1,63.753,63.753,62.92,926909,142955,430,67889,352953
3,43,10,2,7.291,4.192,3.14,50137,12152,39,91963,368948
4,54,14,2,1.509,1.198,0.33,23376,1715,8,74042,325498
3,1,9,4,7.83,2.618,1.75,34614,6987,22,75987,301424
3,42,9,1,3.84,3.84,2.85,9306,5450,29,76110,307683
2,4,30,6,64.662,11.568,10.81,559312,78429,169,67907,352896
3,47,10,8,19.896,3.705,2.72,107598,13789,44,91963,368948
1,29,8,2,1.826,1.282,0.56,2790,1342,6,38592,228936
3,83,10,1,9.257,9.257,8.02,33761,13471,62,92122,376763
2,72,30,1,63.881,63.881,63.01,926909,142955,430,67889,352953
1,65,8,6,2.657,0.999,0.35,11373,1702,8,38592,228936
4,68,14,6,3.762,1.302,0.5,88081,5160,26,74042,325498
1,44,9,10,4.893,1.324,0.58,9456,2364,12,48290,292269
2,0,31,4,49.949,13.084,12.3,495034,74048,125,72417,379534
1,10,8,2,1.673,1.184,0.5,2493,1148,5,38592,228936
2,53,31,8,34.742,5.64,4.9,361477,31181,86,72417,379534
1,45,9,8,5.092,1.371,0.63,24590,2658,12,48290,292269
2,0,31,8,42.888,6.705,5.97,375960,37476,92,72417,379534
3,73,10,4,13.572,4.199,3.15,25748,11171,27,91963,368948
4,2,14,2,1.963,1.428,0.55,7327,2704,9,74042,325498
4,87,13,6,4.223,1.285,0.6,85865,2330,10,64635,281998
4,14,13,6,2.872,1.064,0.38,29585,2297,13,64635,281998
3,66,10,2,8.402,4.752,3.7,129474,16418,67,91963,368948
1,0,8,4,2.459,1.117,0.46,5052,1868,10,38592,228936
3,9,10,8,21.653,3.977,3,66146,14634,49,91963,368948
3,96,9,4,6.209,2.213,1.35,12338,5384,19,75987,301424
3,43,10,4,12.701,3.984,2.93,31376,12251,27,91963,368948
3,36,10,8,23.011,4.169,3.19,270181,16752,49,91963,368948
4,66,14,6,3.396,1.233,0.44,44987,3156,17,74042,325498
2,94,31,8,44.808,7.053,6.33,458873,38815,86,72417,379534
1,74,9,8,3.437,1.129,0.39,19816,1658,7,48290,292269
1,98,8,8,3.194,0.971,0.38,26390,1655,8,38592,228936
3,41,10,4,15.407,4.676,3.61,32668,14490,32,91963,368948
1,45,9,2,1.695,1.286,0.43,2589,1064,4,48290,292269
3,67,10,8,29.8,5.127,4.15,114815,14835,45,91963,368948
1,58,8,10,3.304,0.964,0.38,5731,1624,8,38592,228936
3,32,10,10,32.534,5.349,4.38,131898,16567,48,91963,368948
1,28,8,1,1.403,1.403,0.64,2428,1294,11,38692,229592
3,67,9,2,3.671,2.305,1.43,48947,5737,24,75987,301424
4,50,13,6,3.9,1.245,0.54,44422,2210,12,64635,281998
3,62,10,8,24.789,4.387,3.39,48840,14388,44,91963,368948
3,61,10,2,8.135,4.612,3.55,60989,12288,36,91963,368948
3,59,9,2,4.804,2.845,1.99,152403,6920,23,75987,301424
2,43,30,2,44.126,22.484,21.74,734090,87352,239,67907,352896
3,42,10,4,17.748,5.272,4.19,38977,12256,28,91963,368948
1,82,8,10,3.169,0.988,0.38,9417,1777,7,38592,228936
1,2,9,4,4.241,1.685,0.87,8691,3325,12,48290,292269
4,30,13,8,3.484,1.09,0.41,32824,2259,10,64635,281998
1,7,8,2,1.674,1.191,0.49,2419,1189,5,38592,228936
1,50,8,8,3.332,0.99,0.4,14457,1631,9,38592,228936
3,38,10,10,23.821,4.208,3.23,91619,12496,41,91963,368948
1,25,8,8,3.024,0.957,0.36,6236,1461,8,38592,228936
2,14,30,10,54.824,8.294,7.62,251129,44196,88,67907,352896
2,77,30,10,47.298,7.224,6.56,213565,41884,81,67907,352896
3,63,9,1,3.914,3.914,2.93,9306,5450,29,76110,307683
4,84,13,1,1.985,1.986,1.15,41437,3744,18,65381,285370
3,20,9,10,10.68,2.163,1.37,19988,7257,23,75987,301424
2,78,31,8,32.818,5.229,4.5,338398,29139,62,72417,379534
4,77,13,6,2.526,1.001,0.32,24576,1400,7,64635,281998
2,90,31,10,49.883,7.58,6.85,376768,44425,109,72417,379534
4,97,14,8,5.164,1.424,0.64,81961,3932,16,74042,325498
2,10,31,6,82.72,14.644,13.85,880511,99847,189,72417,379534
1,95,9,6,3.322,1.237,0.43,8411,2111,8,48290,292269
3,8,9,4,7.031,2.423,1.55,15076,6996,22,75987,301424
1,30,8,1,1.444,1.444,0.65,2428,1294,11,38692,229592
2,43,30,4,42.235,11.117,10.39,203734,58039,102,67907,352896
4,24,13,2,2.102,1.441,0.68,45395,4716,23,64635,281998
4,28,14,10,5.739,1.516,0.71,59399,3567,13,74042,325498
1,53,8,10,3.164,0.993,0.39,13091,1707,6,38592,228936
4,72,13,8,3.454,1.086,0.41,17706,1608,7,64635,281998
1,37,9,2,2.612,1.733,0.89,5145,1992,7,48290,292269
1,14,9,2,2.719,1.804,0.93,4854,2428,6,48290,292269
1,51,9,6,2.238,1.051,0.25,8460,1060,5,48290,292269
1,94,8,10,3.681,1.033,0.43,7133,1981,9,38592,228936
1,84,8,10,3.43,1.02,0.43,6923,1706,7,38592,228936
3,32,10,4,23.521,6.675,5.63,100305,16366,35,91963,368948
3,4,9,10,9.795,2.098,1.3,22483,6203,22,75987,301424
1,86,9,1,1.307,1.307,0.39,1864,850,5,48410,293019
3,25,10,1,9.158,9.158,7.96,33761,13471,62,92122,376763
1,23,8,1,1.54,1.546,0.71,2428,1294,11,38692,229592
3,73,10,10,21.292,3.862,2.87,48754,13362,43,91963,368948
4,12,13,6,2.771,1.051,0.36,40597,2504,15,64635,281998
3,44,10,1,9.154,9.155,7.96,33761,13471,62,92122,376763
2,20,30,1,64.671,64.671,63.82,926909,142955,430,67889,352953
2,6,30,2,66.443,33.631,32.89,930690,126283,345,67907,352896
2,45,31,4,42.141,11.159,10.37,244140,58273,103,72417,379534
1,38,9,4,3.231,1.417,0.61,6153,2363,10,48290,292269
4,5,13,4,2.776,1.267,0.52,26974,2432,12,64635,281998
4,2,13,6,2.532,1.001,0.32,17248,1477,8,64635,281998
4,88,13,10,4.303,1.215,0.53,13480,2467,10,64635,281998
3,42,10,8,21.619,3.865,2.88,69559,16092,52,91963,368948
2,2,31,1,47.585,47.722,46.82,840718,108940,317,72399,379593
3,19,9,6,8.417,2.15,1.29,23053,7010,20,75987,301424
1,99,9,1,1.34,1.34,0.39,1864,850,5,48410,293019
2,11,31,10,49.926,7.692,6.96,470952,43395,90,72417,379534
4,77,13,4,2.138,1.094,0.36,11180,1680,10,64635,281998
2,64,30,1,63.559,63.56,62.69,926909,142955,430,67889,352953
2,8,31,8,77.492,11.661,10.93,890367,56672,116,72417,379534
1,83,9,8,3.444,1.153,0.39,8385,1640,8,48290,292269
4,17,14,8,3.084,1.136,0.34,41318,1779,7,74042,325498
1,67,9,1,1.34,1.34,0.4,1864,850,5,48410,293019
3,17,10,4,13.241,4.113,3.06,89094,10227,30,91963,368948
2,46,31,8,39.861,6.288,5.56,582468,37179,102,72417,379534
2,17,30,6,63.916,11.504,10.71,596460,79995,167,67907,352896
1,76,8,10,3.249,0.999,0.41,25988,1634,7,38592,228936
2,23,30,10,55.124,8.268,7.59,350726,48312,117,67907,352896
4,54,14,1,1.944,1.944,0.96,6875,2910,16,74857,329151
1,14,8,8,3.018,0.952,0.36,5123,1559,9,38592,228936
2,63,30,1,63.543,63.544,62.7,926909,142955,430,67889,352953
4,2,14,1,1.927,1.927,0.96,6875,2910,16,74857,329151
2,63,31,2,47.362,24.093,23.29,723108,95214,259,72417,379534
4,59,14,4,3.39,1.504,0.64,46861,3276,15,74042,325498
3,76,10,4,15.968,4.801,3.75,81883,17019,43,91963,368948
4,23,14,4,2.905,1.373,0.52,20595,2643,13,74042,325498
3,63,10,2,10.371,5.728,4.67,27259,13704,35,91963,368948
2,93,30,2,52.799,26.785,26.04,733321,107685,303,67907,352896
4,55,14,8,5.189,1.444,0.64,50984,3492,16,74042,325498
1,32,9,8,4.838,1.329,0.58,9591,2645,12,48290,292269
1,71,8,8,2.958,0.96,0.36,10116,1739,9,38592,228936
1,67,9,4,3.04,1.363,0.57,6240,2352,10,48290,292269
2,49,31,6,57.36,10.364,9.58,588743,68341,166,72417,379534
3,21,10,6,18.193,3.866,2.89,60124,14072,46,91963,368948
1,78,9,10,4.426,1.287,0.54,12670,2250,10,48290,292269
4,19,13,4,2.669,1.226,0.49,13408,1652,9,64635,281998
2,93,31,4,38.453,10.208,9.43,366311,57446,104,72417,379534
1,79,9,1,1.342,1.342,0.4,1864,850,5,48410,293019
4,72,14,1,1.925,1.925,0.94,6875,2910,16,74857,329151
4,38,14,1,1.91,1.91,0.95,6875,2910,16,74857,329151
4,32,13,1,1.977,1.977,1.15,41437,3744,18,65381,285370
3,72,9,4,7.06,2.433,1.56,16574,7126,19,75987,301424
3,16,10,4,14.304,4.375,3.33,38698,13256,32,91963,368948
2,60,31,1,47.292,47.292,46.4,840718,108940,317,72399,379593
4,26,14,6,3.233,1.212,0.42,39923,2598,12,74042,325498
3,60,10,8,25.928,4.557,3.58,85192,17763,49,91963,368948
4,85,13,8,3.304,1.072,0.39,34080,2099,8,64635,281998
2,89,31,8,44.569,7.06,6.32,609730,37732,91,72417,379534
2,23,30,8,42.522,6.692,6.02,315592,37053,92,67907,352896
3,46,9,6,9.564,2.349,1.48,34931,7486,24,75987,301424
3,47,10,4,19.732,5.761,4.69,50675,12617,31,91963,368948
4,38,13,4,2.172,1.111,0.37,8310,1718,8,64635,281998
3,9,10,4,15.931,4.812,3.74,60143,11449,40,91963,368948
4,43,14,4,3.087,1.429,0.57,33689,2926,13,74042,325498
3,98,9,4,7.982,2.672,1.78,36967,7386,24,75987,301424
2,5,31,4,29.88,8.077,7.28,178918,43434,89,72417,379534
1,89,8,4,2.387,1.094,0.44,4093,1491,7,38592,228936
1,97,9,1,1.317,1.317,0.4,1864,850,5,48410,293019
3,48,9,2,3.811,2.354,1.49,10712,5567,19,75987,301424
2,73,30,1,63.546,63.545,62.7,926909,142955,430,67889,352953
1,91,8,4,2.205,1.05,0.39,3569,1368,7,38592,228936
4,63,13,2,1.38,1.067,0.33,6121,1474,6,64635,281998
2,43,31,4,38.127,10.149,9.36,288354,54239,100,72417,379534
1,38,9,8,4.175,1.244,0.5,27706,2356,12,48290,292269
3,38,10,4,11.96,3.811,2.74,47757,12139,32,91963,368948
1,61,9,2,1.29,1.082,0.23,1465,497,2,48290,292269
1,29,8,4,2.377,1.082,0.44,4672,1642,9,38592,228936
4,8,14,4,2.54,1.318,0.42,37250,2075,9,74042,325498
4,68,14,1,1.911,1.911,0.95,6875,2910,16,74857,329151
1,76,9,4,3.363,1.441,0.65,6621,2270,10,48290,292269
1,11,9,2,2.767,1.811,0.97,4503,2164,8,48290,292269
3,53,9,1,3.938,3.938,2.94,9306,5450,29,76110,307683
2,50,31,8,46.961,7.416,6.68,319828,39061,83,72417,379534
4,62,13,1,1.986,1.987,1.15,41437,3744,18,65381,285370
2,38,31,4,44.873,11.847,11.05,206318,63610,109,72417,379534
2,20,31,6,51.133,9.34,8.54,643080,64276,154,72417,379534
3,8,10,2,7.501,4.289,3.24,25886,11289,32,91963,368948
1,19,8,8,2.73,0.902,0.31,6207,1582,7,38592,228936
1,13,8,10,4.225,1.138,0.55,10104,2003,8,38592,228936
4,96,14,8,4.569,1.339,0.54,36338,2569,12,74042,325498
3,45,10,10,24.104,4.25,3.25,58249,13343,51,91963,368948
3,89,10,10,22.906,4.157,3.16,68662,13513,42,91963,368948
1,10,9,4,2.009,1.111,0.31,3677,1105,5,48290,292269
2,54,31,6,56.885,10.298,9.51,671370,72904,164,72417,379534
1,40,9,1,1.311,1.311,0.39,1864,850,5,48410,293019
2,12,31,6,61.203,11.11,10.31,590161,73150,169,72417,379534
2,81,30,8,45.759,7.232,6.55,346885,38790,83,67907,352896
3,39,10,2,8.936,5.007,3.96,41511,13186,40,91963,368948
3,36,9,8,8.017,1.861,1.05,18087,5749,20,75987,301424
4,14,14,10,5.443,1.473,0.68,58620,3290,12,74042,325498
3,83,9,2,3.742,2.324,1.44,8168,4618,14,75987,301424
3,44,9,2,3.123,2.008,1.14,10380,3953,14,75987,301424
3,20,9,4,6.85,2.383,1.51,23217,7172,24,75987,301424
1,15,8,4,2.234,1.045,0.41,4849,1453,8,38592,228936
3,29,10,6,24.763,4.969,3.99,75335,14901,49,91963,368948
3,17,10,6,19.563,4.116,3.11,88293,12346,38,91963,368948
3,77,9,8,11.096,2.279,1.47,48689,6120,24,75987,301424
4,92,13,8,3.189,1.047,0.37,17647,1794,8,64635,281998
4,33,13,1,1.974,1.974,1.14,41437,3744,18,65381,285370
3,11,10,1,9.133,9.133,7.94,33761,13471,62,92122,376763
1,27,9,4,2.29,1.174,0.38,4863,1567,8,48290,292269
1,13,9,8,4.835,1.33,0.58,29597,2596,13,48290,292269
3,44,10,2,9.853,5.466,4.42,76941,14272,50,91963,368948
2,31,31,10,43.765,6.775,6.05,345755,39798,83,72417,379534
3,19,10,6,17.642,3.772,2.8,40744,13607,45,91963,368948
1,33,8,8,2.797,0.921,0.34,6635,1528,6,38592,228936
4,39,14,8,5.433,1.465,0.68,45038,2795,11,74042,325498
3,5,9,10,11.117,2.259,1.46,21713,6909,25,75987,301424
3,75,9,4,11.164,3.451,2.59,28303,6614,24,75987,301424
4,52,13,2,1.546,1.153,0.41,5473,1740,8,64635,281998
1,45,9,6,4.646,1.482,0.67,27785,3036,13,48290,292269
4,94,13,1,2.043,2.043,1.17,41437,3744,18,65381,285370
1,56,8,8,3.215,1,0.41,12602,1437,7,38592,228936
3,31,9,4,7.93,2.665,1.79,17323,7397,25,75987,301424
4,35,13,10,3.754,1.142,0.46,13160,2255,9,64635,281998
1,98,9,2,1.123,0.976,0.16,4916,610,3,48290,292269
2,50,30,2,52.304,26.541,25.79,825677,105670,276,67907,352896
4,13,13,10,3.339,1.069,0.39,13860,1909,8,64635,281998
4,6,13,10,3.422,1.1,0.42,11134,2123,8,64635,281998
2,20,31,4,47.1,12.392,11.59,288612,69030,128,72417,379534
2,86,31,1,47.573,47.572,46.66,840718,108940,317,72399,379593
2,10,31,1,47.904,48.008,47.1,840718,108940,317,72399,379593
1,15,8,10,3.341,0.99,0.4,5893,1727,6,38592,228936
1,32,8,8,3.12,0.942,0.36,5452,1673,8,38592,228936
1,50,8,1,1.359,1.359,0.62,2428,1294,11,38692,229592
3,19,9,8,9.62,2.086,1.25,17925,6464,24,75987,301424
1,55,9,4,2.586,1.249,0.46,5348,1784,9,48290,292269
3,64,10,2,9.537,5.306,4.25,83708,12948,43,91963,368948
4,88,14,4,3.278,1.479,0.61,24479,3383,13,74042,325498
3,44,9,1,3.924,3.924,2.92,9306,5450,29,76110,307683
1,69,8,6,2.569,1.015,0.34,6863,1501,7,38592,228936
3,25,10,4,14.676,4.483,3.42,40729,12432,32,91963,368948
3,7,10,1,9.05,9.05,7.86,33761,13471,62,92122,376763
1,14,9,1,1.315,1.315,0.39,1864,850,5,48410,293019
4,36,14,4,2.845,1.382,0.5,24537,2510,10,74042,325498
1,88,8,2,1.496,1.099,0.42,2114,1026,4,38592,228936
1,20,8,10,3.16,0.972,0.38,36131,1712,6,38592,228936
4,29,14,4,2.005,1.156,0.3,37779,1216,6,74042,325498
2,39,30,6,48.216,8.825,8.08,464161,62065,145,67907,352896
1,99,9,8,4.009,1.21,0.47,17349,2419,9,48290,292269
1,23,9,10,4.858,1.34,0.6,16895,2386,12,48290,292269
1,69,9,4,2.54,1.254,0.44,4769,1556,8,48290,292269
3,6,9,10,14.7,2.756,1.96,26444,7010,23,75987,301424
2,7,31,8,32.135,5.289,4.55,186826,24180,53,72417,379534
4,56,14,1,1.932,1.932,0.97,6875,2910,16,74857,329151
1,80,9,10,5.483,1.423,0.68,13586,2431,10,48290,292269
1,51,8,4,2.225,1.054,0.4,3976,1538,8,38592,228936
2,12,30,2,66.46,33.619,32.88,956498,132631,321,67907,352896
3,83,10,2,7.004,4.043,2.98,27507,9758,32,91963,368948
4,93,13,2,1.616,1.191,0.45,27348,3189,17,64635,281998
1,53,8,8,4.087,1.105,0.51,10009,1713,7,38592,228936
4,41,14,4,3.423,1.517,0.65,43220,3829,16,74042,325498
3,26,10,10,24.655,4.354,3.36,102173,14812,50,91963,368948
4,83,14,8,5.068,1.427,0.63,70340,3809,19,74042,325498
3,57,9,1,3.911,3.912,2.94,9306,5450,29,76110,307683
4,29,13,4,2.439,1.176,0.43,8174,2046,11,64635,281998
2,81,30,2,55.132,27.959,27.23,796292,111301,321,67907,352896
4,34,14,2,2.419,1.646,0.79,28899,4453,19,74042,325498
1,80,8,8,2.898,0.93,0.34,11988,1638,8,38592,228936
4,30,14,10,4.722,1.36,0.57,28732,3054,10,74042,325498
1,63,9,2,1.55,1.209,0.36,2212,910,3,48290,292269
1,46,8,10,3.435,1.014,0.42,7638,1587,6,38592,228936
1,61,9,4,2.419,1.209,0.41,5290,1508,6,48290,292269
3,83,10,6,14.926,3.315,2.34,83360,10210,35,91963,368948
3,4,10,1,9.083,9.083,7.87,33761,13471,62,92122,376763
3,0,10,4,14.453,4.414,3.36,41338,12835,34,91963,368948
4,21,14,10,4.919,1.385,0.59,24490,3563,14,74042,325498
3,3,9,8,9.039,2.03,1.22,18182,6307,22,75987,301424
2,28,30,1,64.115,64.115,63.25,926909,142955,430,67889,352953
4,34,13,4,2.418,1.182,0.43,14655,2126,10,64635,281998
1,36,8,6,2.888,1.052,0.38,9869,1751,8,38592,228936
1,33,8,1,1.346,1.346,0.61,2428,1294,11,38692,229592
2,93,30,6,65.025,11.622,10.89,471894,73652,162,67907,352896
1,72,8,2,1.857,1.275,0.59,2963,1457,6,38592,228936
2,44,30,2,58.55,29.694,28.96,808891,117427,323,67907,352896
4,48,13,1,2.024,2.024,1.18,41437,3744,18,65381,285370
3,88,10,8,28.199,4.903,3.92,62023,16980,48,91963,368948
2,40,30,8,37.119,5.85,5.18,401597,31451,89,67907,352896
2,70,30,4,46.746,12.265,11.51,249887,63389,108,67907,352896
3,45,9,6,10.546,2.556,1.64,33950,6808,26,75987,301424
4,20,13,2,1.339,1.053,0.31,6626,1813,6,64635,281998
3,69,10,1,9.039,9.039,7.86,33761,13471,62,92122,376763
2,59,31,10,36.416,5.811,5.08,170763,31989,71,72417,379534
2,38,31,1,47.626,47.627,46.74,840718,108940,317,72399,379593
3,18,9,2,3.921,2.416,1.54,13672,4892,16,75987,301424
2,33,30,10,54.862,8.319,7.65,386114,47767,99,67907,352896
4,99,13,8,3.974,1.16,0.48,26912,1750,8,64635,281998
2,54,31,10,58.808,8.88,8.15,423795,46907,101,72417,379534
3,28,10,1,9.154,9.154,7.96,33761,13471,62,92122,376763
3,49,9,2,3.745,2.317,1.45,9245,5161,14,75987,301424
1,69,9,1,1.327,1.327,0.41,1864,850,5,48410,293019
2,97,31,6,37.45,6.998,6.21,512221,50675,118,72417,379534
2,35,31,8,47.274,7.535,6.78,346126,39393,104,72417,379534
2,51,31,2,21.788,11.315,10.52,475114,51378,151,72417,379534
3,3,9,1,3.851,3.851,2.86,9306,5450,29,76110,307683
3,90,9,10,16.469,3.029,2.22,39650,7812,27,75987,301424
4,70,13,1,2.02,2.02,1.18,41437,3744,18,65381,285370
3,24,10,10,26.166,4.547,3.55,90699,16180,52,91963,368948
4,3,14,2,2.06,1.468,0.61,30679,3404,16,74042,325498
1,8,8,2,1.512,1.117,0.41,2637,1184,6,38592,228936
4,89,14,1,1.915,1.915,0.95,6875,2910,16,74857,329151
4,69,13,2,1.429,1.104,0.34,28612,2208,9,64635,281998
3,55,9,10,10.075,2.158,1.36,29706,7016,26,75987,301424
4,2,13,1,2.029,2.029,1.16,41437,3744,18,65381,285370
4,4,13,4,2.587,1.214,0.47,13294,2236,11,64635,281998
3,80,9,10,8.687,1.945,1.12,14641,6070,21,75987,301424
4,60,14,10,7.179,1.726,0.92,79907,4303,20,74042,325498
1,6,9,4,2.635,1.274,0.46,5448,1587,8,48290,292269
1,0,8,1,1.394,1.394,0.66,2428,1294,11,38692,229592
3,56,9,10,9.039,1.983,1.18,18501,5681,19,75987,301424
3,68,10,10,23.619,4.141,3.17,194103,11629,39,91963,368948
3,87,9,4,7.284,2.484,1.61,280023,5433,18,75987,301424
4,11,13,10,4.511,1.242,0.56,30379,1687,5,64635,281998
4,53,14,10,4.416,1.335,0.54,49496,2725,12,74042,325498
4,90,13,6,2.527,1.001,0.32,16782,1713,8,64635,281998
2,69,31,8,47.5,7.376,6.64,531944,36544,82,72417,379534
3,74,10,8,23.666,4.26,3.28,140863,12213,37,91963,368948
1,95,8,10,3.347,1.004,0.41,7669,1663,8,38592,228936
3,30,10,8,17.513,3.325,2.33,43531,10102,33,91963,368948
1,23,8,8,2.894,0.928,0.34,6078,1471,7,38592,228936
2,12,30,1,63.546,63.548,62.68,926909,142955,430,67889,352953
2,40,31,1,47.224,47.224,46.33,840718,108940,317,72399,379593
1,1,9,6,5.419,1.589,0.79,16276,3511,18,48290,292269
2,89,31,2,62.438,31.628,30.83,849535,121837,341,72417,379534
3,91,9,2,6.625,3.75,2.89,25349,7403,26,75987,301424
4,36,13,6,2.273,0.959,0.28,9953,1406,7,64635,281998
1,42,9,4,2.966,1.346,0.55,6292,2002,10,48290,292269
4,57,13,2,1.474,1.124,0.37,7150,2127,10,64635,281998
4,25,13,10,3.078,1.039,0.36,10416,1593,6,64635,281998
3,57,10,1,9.094,9.095,7.91,33761,13471,62,92122,376763
4,13,13,6,2.819,1.047,0.37,23564,1830,9,64635,281998
1,54,8,4,2.222,1.047,0.4,4167,1561,8,38592,228936
2,97,30,4,44.443,11.681,10.94,223660,61358,98,67907,352896
3,45,10,2,10.591,5.846,4.77,151502,16342,41,91963,368948
4,22,13,4,2.322,1.152,0.41,8064,2237,10,64635,281998
2,40,30,6,62.121,11.146,10.41,605193,81520,173,67907,352896
3,36,9,4,6.104,2.197,1.32,15025,5885,18,75987,301424
4,88,14,10,5.101,1.389,0.6,36452,2833,14,74042,325498
3,31,9,6,10.722,2.562,1.7,78695,9965,31,75987,301424
4,46,13,1,2.01,2.01,1.16,41437,3744,18,65381,285370
2,99,31,6,51.591,9.412,8.59,506511,67375,148,72417,379534
1,78,9,1,1.363,1.363,0.41,1864,850,5,48410,293019
1,0,8,2,1.812,1.254,0.57,2995,1363,6,38592,228936
2,95,31,8,44.091,6.896,6.16,338270,39834,97,72417,379534
4,81,13,4,2.177,1.121,0.37,5086,1456,7,64635,281998
2,62,31,4,31.302,8.426,7.64,205094,45994,103,72417,379534
2,41,30,2,43.023,21.946,21.21,587895,88070,244,67907,352896
4,76,13,8,2.85,1.005,0.32,10441,1486,7,64635,281998
3,7,10,8,17.343,3.339,2.36,75017,11596,41,91963,368948
3,46,9,1,3.872,3.872,2.89,9306,5450,29,76110,307683
2,17,30,4,46.35,12.14,11.42,256163,62155,97,67907,352896
2,95,30,6,67.349,11.981,11.25,491425,83719,161,67907,352896
2,62,31,2,41.94,21.375,20.59,660268,85548,255,72417,379534
3,27,10,6,21.835,4.479,3.5,69373,16879,49,91963,368948
4,21,13,8,3.281,1.078,0.39,17112,1946,9,64635,281998
2,87,30,2,49.754,25.312,24.58,701476,102762,243,67907,352896
2,0,30,6,60.515,11.213,10.46,496438,75311,161,67907,352896
2,75,30,10,55.4,8.309,7.64,420514,44349,98,67907,352896
1,67,8,10,3.324,0.979,0.39,10724,1768,8,38592,228936
1,60,8,2,1.675,1.184,0.5,2433,1172,5,38592,228936
4,70,13,4,2.486,1.189,0.45,14742,2032,10,64635,281998
2,16,31,10,41.777,6.452,5.73,250654,35396,70,72417,379534
2,91,31,6,81.382,14.448,13.63,677200,99481,199,72417,379534
3,33,9,4,16.768,4.88,3.98,33022,7930,26,75987,301424
3,68,10,6,23.622,4.775,3.8,72853,12711,36,91963,368948
1,91,8,10,3.362,0.998,0.4,5074,1585,5,38592,228936
3,14,10,4,21.939,6.284,5.24,250343,15865,46,91963,368948
